label,text
1,"i’m no longer making excuses for the shitty things people have done to me because i cared deeply for them. fuck the “if you ever need me, call me” i don’t care if you’re dying, don’t contact me."
1,username you're a son of bitch
1,"username username username username i was actually happy he finally got some rest from the terrible year he and the rest of hcw had you twat. if you had the chance to visit an icu in the last year (i did), you would have chosen a different p"
0,you give off big sub energy but i want you to fuck the shit out of me with a strap????????? — honestly i could do that link
1,"i for one appreciate that username is ""just here to make dick jokes and make people laugh."" god's work, really."
0,"username please, no more ohio state players. gonzalez, hooker, campbell."
1,username as and when i see the picture of this fraud actor get irritated. he is the cold blooded murderer of our fellow citizen. #resign_pm_modi.
0,"shameful act from username . starting violence and blaming tmc for that . acknowledge your defeat and play , donâ€ trade mark t play it the dirty way . #truthwillneverdie #fuckbjp #resignmodi link"
1,#lifestories piers morgan is a despicable little man who should be banned from the airwaves for his disgusting remarks about the mental health of the tennis star naomi osaka and meghan markle. the twat shouldnâ€ trade mark t be allowed a platform.
1,only a gay motherfucker could take something as beautiful as a rainbow and fuck it up for everyone else.
0,"username son came home from music class playing little donkey on his recorder. i know the man who wrote that, he`s a very good friend, oh and who is he then he says, eric boswell says i and gives him a signed cd of eric and his songs. the look on his face was precious!"
1,i remember i came out to my best friend of 5 years in 9th grade and that bitch said â€œi always knew there was something weird about youâ€ ðÿ˜­ðÿ˜­ðÿ˜­ #pride
1,absolute bollocks link
1,sad to see the state of #bengal today. all those #fake #feminist are hiding now when women are being #raped and #attacked and all have turned a blind eye. this shows their #outrage depends on the affiliation of the victim’s political party . #bengalburning #bengalviolence
1,username if this was natural the world would have controlled it by now or if this #chinesevirus is so devastating how can china remain unaffected by any 2nd or 3rd waive. time to make china pay for all the death &amp; suffering.
1,"what utter bollocks these lockdowns are, so cases are up but deaths/serious reactions are down. zero deaths from cases within last 28 days of positive test. all at risk groups covered so why the delay? whos making money from this not joe bloggs"
1,username #resignpmmodi you can't do it dumb. all this crisis is because of you. username username username username
1,"username right. like, let the shit go!! lol thatâ€ trade mark s humans for you"
1,#covidvaccine just got this rubbish through the post box.... not anyone of those...even if i was still wouldnâ€ trade mark t take it.. itâ€ trade mark s also way less than 1 in 100 people that die... #covidiots link
1,"username username #istandwithbengalihindus #arrestmamata #bengalviolence army,no other alternative .#justiceforbengalbjpkarykarta #bengalburning and why reports...will it save lives.. sad..bad..jungle..killing fields of bengal..impose prez rule asap..since its worse than kashmir now #recounting"
0,no one can save you from your fate which you choosed. #covid19 #covidemergency #modikavaccinejumla #tablighijamaat #rohitsardana link
1,"username i wish i could help. i've had people flirt with me, give up, and just beat me over the head with my own dick when i didn't catch on."
1,username bro same i think im a whore
0,"dear username i lied on my v-safe check in.. i am not ok. everything hurts, i have chills, headache, abdominal pain, fatigue, etc #covidvaccine #covid19 #moderna #fullyvaccinated"
1,kangana did a terrible mistake of pointing the mistakes of supreme leader !! betrayal &amp; exposing gujarat cm is not acceptable in bjp.. #resignmodi link
1,one bad gameplan and see you've lost all the respect username! #spinlessbjp #bengalburning username username
1,people who supported bjp are suffering when will username ji n username ji will wake up #bengalviolence #bengalburning link
0,i think these types of journalists are more dangerous than #chinesevirus link
0,i dread where they will be in 3 weeks time..... - #indiacovidcrisis passes 20 million cases amid oxygen shortage link
1,username i thought that was only going to happen if trump won??? admit it ... you are tweeting bollocks!
0,"username username username username i'm waiting for mann ki baatðÿ¤­ what happened, don't look in mood!ðÿ‘ i'm afraid to see such leadership in india 2021ðÿ¤¬ i'm afraid citizen of india will forget crores of money pouring inðÿ”¥ #resign"
1,username hot fucker
1,one thing i can’t stand is people talking out the neck when they don’t know shit....
1,"username the fuck is wrong with this man? he's been exposed for being an insufferable twat towards a young woman of colour, so he decided to find another young woman of colour to be an insufferable twat about. and he is proud of it. take the hint piers..."
0,"username tmc goons attacked on union minister's convoy in west midnapore, broken windows, attacked personal staff. cutting short my trip. #bengalburning username username username username username username username link"
1,all the elections have been finished. no other programs to spread the hatred. encashing the situation of people's misery and trouble he is again trying to spread communal hatred. such a shame. #diapersuryaexposed #resignpmmodi
1,"hoseok literally created the lgbt community, you couldve at least made an effort to make it seem real like wtf is this shit link"
1,my coworker broke up with his boyfriend this weekend. so i said “wow this is like your flu game today huh” and he replied with “what the fuck are you talking about”
0,banal bear bug incoming! how hard is it for posters to add the name of their #covidvaccine whenever they're describing their awful side effects.
1,username username username yah he can fuck off
0,bloody hell.
1,another lie by our dear pm &amp; govt of india regarding vaccination for 18+ age group from 1st may onwards ... why do you give fake hopes to youth of nation ... one more lie .... liar liar liar #modikavaccinejumla #vaccinefor18plus ? #liarmodi
1,"username bro why the fuck are there so many people who choose to genuinely get themselves pain over an issue that doesn't even involve them, if someone of the same sex fucks then why does it matter to them, they're not doing it sitting on his fucking head. motherfucker fuck you!(to yuri)"
1,the level of humanity &amp; generosity surpassed by politics... utter shame ðÿš«ðÿš«ðÿš« #bjpdestroyedindia #modikavaccinejumla link
0,"username username what non sense is that, those who are killing bjp workers are being congratulated, have u lost ur mind old man? #wakeupmodi #bengalburning"
0,just had second #covidvaccine. only side effect i'm worried about is the expectation that i may want to go back outside again grimacing face 
0,damn i really wish i was in a band again
1,"bitch it took approximately one minute -and fifteen seconds before i screamed ""girl!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"" for bloody murder!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
1,those islamophobic black girls should apologize and remains to go to jail for both of those bitches. #islamophobia link
1,username username now do chuck schumer and nancy pelosi
1,"trying so so hard to not get overwhelmed. pls stop this mayhem. marriages can wait, your religious bs can wait. your goddamn birthday parties, your vacations, everything can wait. stay the fuck home. #indiacovidcrisis #indiacovid19 #covidindia #covid19indiahelp #sosindia"
0,time to do my part and get my vaccination done. i really don’t like needles… flat line incoming… yay… #covid #getvaccinated #covidvaccine link
1,"last night playing chess i took their queen and their rook without sacrificing anything and the guy asked for a draw. galling. the bloody nerve. resign, bitch link"
1,"username username how is demonizing trans people and their allies ""standing up for women's rights""? go on, piss off."
0,"two days out from my 2nd dose of moderna. kicked my butt! low-grade fever, chills for a few hours, general malaise, fatigue, headache. lasted for 24 hrs. happy to be down for just a day than to be hospitalized for weeks. reminded me i'm a bad patient. #covidvaccine #moderna"
0,what us the point of using students as pawns to reopen when they have a couple of weeks left? reopen officially in september and avoid another friggin outbreak i’m so over this shit
0,"username it’s really rather sad, no wonder their numbers are so high #indiacovidcrisis"
0,"dear #india, in this difficult time, while #china is making fun of your deads, despite being responsible of #wuhanvirus pandemic, threatening your army and grabbing your territories, #tibet people is praying for you. link"
0,"#covidvaccine username username username username username pm sir you were voted for decisiveness , we don’t understand why compulsory licensing for covaxin is not implemented &amp; it is not made patent free . people are dying. why are we begging to wto ?"
1,"this lockdown is affecting my social life so badly and i totally understand. had the government done something about this, we wouldn't have a lot of unnecessary deaths. i am angry.ðÿ˜¤ #indianeedsoxygen #indiacovidcrisis #resignpmmodi #criminalbjp #bjpdestroyedindia"
1,so i have decided that i only want to continue fucking with no feelings attached. kind of not mentally ready for something serious. so i need tips. help me release my inner whore winking face with tongue 
1,it’s always a bitch screaming bloody murder
1,"government has nothing for us, the poor are becoming poorer and poorer, getting frustrated &amp; taking a hazardous steps. #resignmodi #resign_pm_modi #resignamitshah #arrestkanganaranaut #spinelessbjp #spinelessbjp #spinelessmodi"
0,i am baffled at the sad state of affairs in india wrt covid. sad to see so many lives gone.. so many people gasping for breath. please please vaccinate your loved ones. #indiacovidcrisis #indiachoked #prayforindia
1,"i’m tired of making other people comfortable with my existence, until further notice, kindly fuck off link"
0,almost fainted but i am half pfizer’d #covidvaccine link
1,the government that can't manage: defeat vaccines oxygen foreign aid pandemic has no right to remain in power #resign_pm_modi to save further loss of lives...
0,"antisocial and trying his best to irritate everyone! using the steps to jump from even though #nocyling in this area is clearly marked. username donâ€ trade mark t be put off coming here though just because have to put up with one stupid twat, most people are good natured. username link"
1,reversed from down today: $shag ... link
0,"when dr. mms was pm, many news channels and newspapers used to ask for his resignation on silly reasons. not a brave soul now to ask for pmâ€ trade mark s resignation even after massive mismanagement of a killing pandemic? #covidsecondwave #indiacovidcrisis"
1,username username this shitbag posts his crao and blows up your serious and get nothing. im going against my normal fuck it and saying here. google wyckoff.
0,username explaining to my bitch how they pulled a successful off a double turn turning austin face and bret hart heel by a bloody austin refusing to tap to the sharpshooter and passing out and hart refusing to let go after the match. link
0,people must understand not only they ruined our lives this #chinesevirus but national viruses are head bent to defame the one hope we have that is username . it’s china and his agents in india one should blame and not username folded hands: light skin tone jai hind link
1,happy pride month fellow lgbtq+ folk! i drew some general ranboo pride stuffs :d remember that you’re awesome and valid as fuck &lt;3 #ranboofanart #ranbooart #ranboo link
1,"username username why is this a national shame , when some impotent sit at delhi and organise for dharna , it's shame on us who voted them and it shame on pm and hm,who r incompetent to even protect their extended family of karyakarthas shame on my p"
1,people are not dying because of a sudden pandemic outbreak! people died because of mismanagement and ignorance of our esteemed political leaders! link #resignpmmodi #resign_pm_modi #bjpdestroyedindia #exitmodi
0,an important update on the #indiacovidcrisis that continues to affect the country’s ability to treat severely ill patients. backhand index pointing down link
1,acne studiosâ€ trade mark aj4-lookalike sneakers are a sure way to piss off jordan-heads link #beauty #style link
1,this is our govt. pathetic. #india #modiresign #resignmodi #oxygenshortage username username username username username username link
0,"dear progressive #islamophobic #desi #women: if i dont question urâ -bindi -sindoor -saree -ghoonghat -mismatched chaddi braâ -leopard print tights -fake lvsâ u dont get to question my choice of wearing #hijab questioning my faith,tells me how secure u are in urs! #islamophobia"
1,"these guys claim theyâ€ trade mark ve got the money, sue the bloody hell out of them to serve as a deterrent. why settle for half arse apologies like this one."
1,"in an effort to fatten the bottom lines of billionaires, an increase at the pumps has been approved. username “that few bucks you saved while you were afraid to move? fuck you, it’s mine.” ~ oil &amp; gas"
1,"the times are changing, people are slowly realising that these daarhi waly gunde are threat to our country. innumerable deaths in the nation yet they are upset over their defeat in bengal. #modiscrimeagainstindia #wherearevaccines #resignpmmodi #resignharshvardhan"
0,username iâd ruin the take every time âget the fuck off the planeâ
1,mammoooooooon!!!!!! fuck off will you link
1,dr dre voice: “motherfucker i’m gay!” #pride2021
1,"username username what sort of clown do you think you fucking are? how dare you abandon things the way you have now, ruining the livelihoods of all the people just for your own stupid party to win elections? get the hell away and sell tea. #resignmodi"
1,there's no fool like an old fool. hmmmmmm i wonder who got burnt yet again by the sun ???? answers on a postcard to twat in deal. xxx
0,"i feel bad whenever i see this image . my heart cries . dont do this modiji . i feel helpless , the tears in his eyes break me . i beg you username #modiresign #modikavaccinejumla #modimustresign #modifailsindia #modiagainstdelhi #modigovtsenahopayega link"
1,"saddened by the sheer incompetence and lack of spine you and your colleagues over in delhi are currently displaying, sir. #bengalburning #spinelessmodi #spinelessbjp link"
1,username username sir....you have mishandled the situation in india. you should yourself feel guilty and resign...! #resignmodi
1,"username username #spinelessmodi #spinelessbjp username username username big shame being in majority you can't save even your own karyakartas, how will you save any other hindu? lost the trust of your core voters #hinduslivesmatter #bengalburning"
0,haikyuu the only sport anime that got me rolling damn i will never forget this overly overwhelming excited feeling while watching and reading haikyuu.just finished but i'm back to missing this masterpiece yet again can't wait for anime version i just know i'm going to cry alot link
1,username bloody hell. science is amazing. i really hope you don't have to wait too long x
1,"sick bastards, they can go to any length to remove modi, while india faces calamity, the evil rogues just want to use dead bodies from this #chinesevirus to pin modi..!! link"
1,"username i get it, i canâ€ trade mark t stop calling people â€œpimpâ€ and itâ€ trade mark s beginning to ruin friendships"
0,username the question is irrelevant. hindus invested promoted modi/bjp. they are our spv. mission is ours. more we promote modi better we are. but we have to express our anguish put pressure if hindus not safe. #bengalburning
1,"biting my fingernails off thanks to ""conscience voters."" no i'm never letting that go. voting should be seen as a responsibility, not something you do when it's convenient. so many people have this right abrogated. fuck you. link"
1,its a fucking fan ficiton ok word whyd i cry then fuck off
1,"we parked in a lot right next to a police scene where a woman had her shit rocked, blood was everywhere. the police were questioning the woman who punched her and she said, ""she ran up on me and i told her i'd do it"". all witnesses confirmed and the bloody bitch got arrested skull "
0,no one appreciated me for using #wuhanvirus nor did any reply use #wuhanvirus so deleted that tweet where i used it pouting face pouting face pouting face pouting face pouting face pouting face pouting face pouting face pouting face pouting face 
1,"#tmcgoons attacked convoy of union minister v muraleedharan in west midnapore, broken windows, attacked personal staff. shame on #mamatabanarjee username #bengalburning"
0,sad. india is loosing such great talents due to #chinesevirus link
1,bitch what link
1,username loooool this aged well you clueless twat! ðÿ˜­ðÿ˜­ðÿ˜­
1,just resign username. let username complete the remaining term. you have destroyed our country for once and all. #resignmodi
1,username username cupcake? or hooker?
1,username when will the law recognize that the law abuses people. username chf. caids garbage cops were just blocking my way on the road &amp; harassing me in the parking lot! your desperate masturbaters rick steroids ostrowski mike little penus mur
0,my second #covidvaccine is tomorrow syringe am i frightened to death of needles? absolutely hundred points % will i cry and make a scene again? i really hope not! but i want the #vaccine because i know we all must do our bit in protecting each other #getvaccinated #vaccinessavelives syringe blue heart link
0,am i wrong if i say #islamophobia is real!!!! link
1,admit your mistakes and resign. because you are not fit for that position username #resignpmmodi ... username username username
1,username lol i love plp like that! no hating ass bitch clapping hands: medium-light skin tone 
0,"username username username username username username username username username username username username username username username username username username username username username username username username username username username username username username username many thanks username for live coverage thumbs up “i’m sorry, username, i think you’ve had plenty of time today” circle back girl username runs out of patience (again) regarding honest username questions on #wuhanlab #wuhanvirus origins. have a nice day sun with face link"
1,username i think he blocked me but yes it is mikemop fuck you mike
1,"username hope you arenâ€ trade mark t referring to mckeehan. heâ€ trade mark s an asshole. if someone is shy thatâ€ trade mark s one thing. however, being on the spectrum gives you the right to privacy, not to treat ppl like shit. but yes overall def agree. thereâ€ trade mark s no obligation to"
0,"citizens of india - stop smoking and spitting on roads in this pandemic period, it's dangerous for all including you and ur family also ! plz ! #coronapandemic #covid19india #delhifightscorona #indiacovidcrisis #kejriwal #delhicovidhelp"
1,this is not just a news it's a ashamed think is as a countrymen.all just because of a incompetent leader.he must resign. #modikavaccinejumla #modiresign #modimustresign link
0,"even when people suffer lpg, petrol, diesel, all essential commodities prices goes up, oxygen is taxed at 12%, no relief to jobless or shut down businesses, what the hell ..#resignmodi"
1,username username username username username username nice pr shitbag
1,username lets call you with your nickname at the spurs. you incredible wanker! ðÿ˜‰ðÿ‘ #toastme
1,username i’d say 99.9% of these companies make up their own statistics to fool the gullible and piss off the educated man shrugging: medium-light skin tone 
1,"username username username all govts across the world have used all their resources for single cause - #covid19 pathetic that while #modi begs for money for #indiacovidcrisis from the world, he spends a whopping 13,500cr on buildings. worse is"
0,"the day you tested +ve i was very sure you will come back healthy ,and your words gonna inspire million indians. but ... gone too soon. this deadly #chinesevirus gonna scare more. we lost a voice of many nationalist. username gonna miss you . may mahadev bless your soul. link"
1,what the hell with central vista #resignmodi
0,username username username so sad the value of human life has been reduced to a thing of national pride and mockery #indiacovidcrisis
1,"son of a bitch wrong ""you're"" face with rolling eyes "
0,there is no point in having a government with full majority if you cannot protect the people who voted for you #resign_pm_modi link
0,username username username stop this nonsense... come together and fight corona #resign_pm_modi
0,username username and you dedil has claws which have unleashed an unprecedented level of violence in #wastebengal. shameless #bengalburning link
1,username gonna make me a bad bitch tomorrowwwwww ðÿ¤—
0,"i think username treatment of username is a disgrace to the sport. theyr supposed to organize great tennis matches not pimp athletes to media against their will. naomi's only 'assignment' is to play her game, period. disgrace! erasing tweets not enough, apologies."
1,rah a year has nearly gone past and u already licking another asshole full moon face 
1,"even in the long run of a year, the modi government has not been able to stop the spread of corona. modi should resign without any delay. this is the work of the modiâ€ trade mark s bharatiya jumla party . shame shame shame #resign_pm_modi link"
0,don't. forget. india! #indiacovidcrisis link
1,no point - he doesn't believe in science - just raise demand for #resignpmmodi link
0,heartbreaking. i pray for the people in india. #indiacovidcrisis link
1,"username what the fuck, amy’s brain?! this is so so mean and unfair and i’m so sorry you had such scary dreams! i hate that! pleading face "
0,theres a new dentist here and god damn
1,"dear fellow indian, i am really sorry that voted for our current pm narender modi. i feel ashamed. we need people with vision in politics and not saints. #modikavaccinejumla #modiresign #modiabandonedindia #modiagainstdelhi #modimadedisaster username username"
1,username username peoples of india are too dying because of our crazy pm who thinks he knows everything. stop the blood bath and kindly resign. #resign_pm_modi
1,username username username if you think about it guys probably know how to suck dick the best because they know what spots feel good therefore meaning femboys have bomb head game
0,this is a disgrace. crying face #indiacovidcrisis #indiafightscovid19 link
0,total collapse of a system that was never there in the first place! the common man in india has always been left to their own and at the mercy of village quacks. all that facade of a 'developed' country has fallen apart now! #indiacovidcrisis link
0,"i lost one of my most beloved teachers from school to #covid19 last week. here's my little tribute to the #teacher who influenced my life the most. #rip sir, you will be missed. #teacherappreciationweek #covidindia #indiacovidcrisis link"
0,username sir #china is our biggest enemy. sir we don't want any kind of relation with #china. just because of #chinesevirus we lost more than 2 lakh lives and even galwan valley we almost lost 20 of our soldiers because of this evil #china. sir we hate #china #deathtochina
1,what the f**king irresponsible prime minister do we have after all this total oxygen allocated is 590 mt to delhi people of delhi are dying due to lack of oxygen please we request #resignpmmodi #narendramodi #amitshah #arvindkejariwal #delhifightscorona link
0,heartbreaking! #indiacovidcrisis link
1,"username username ur the waste fellow, you and your govt totally fail to resolve the issue of karnataka ppl, and do not communalise the matter if u ppl are not capable to run d govt #resignsudhakar #resignpmmodi #resignbsy #modikavaccinejumla"
1,you are not only national but international embarrassment. for country's sake #resignpmmodi
1,he don't deserve to be the pm of india #modikavaccinejumla link
0,username username and it's more sad when sitting chief minister of haryana disrespect to dead people and unfortunately he is khajpai... #resign_pm_modi link
0,username country wanted him badly in these tough times!! #indiacovidcrisis link
0,"thousands of people dying because of endemic oxygen shortage. as the vaccine shortage looms, india is experiencing huge anger against the ruling party. vaccination drive has been opened for all ages, but vaccines r not available: username #indiacovidcrisis link"
1,"username username bit sad mate, i don’t like the cunt but that’s abit weird"
1,fuck the piece of shit honestly heâ€ trade mark s not worried about â€œpublic health â€œ people 20&amp; under are more likely to die of influenza than they are the #chinesevirus itâ€ trade mark s time to stop pretending like #wuhanflu is a huge epidemic it has a 1.7% cfr itâ€ trade mark s time to get back to life #firefauci link
0,"you can watch me color part of this cartoon twice as my daily stylus issue struck again, an issue username has been unable to tell me how to solve. in the video, i also talk about how infuriating it is. grrr. link #indiacovidcrisis"
1,username username does this mean he is a son of a bitch?
1,username the fuck do you want now ðÿ trade mark „
0,hit the nail on the head! respect grief. awareness not equal to sensationalization! #indiacovidcrisis link
1,"the state is burning &amp; is like a hell. people are helpless for saving their loved ones &amp; if they failed to, than the fight begins for the cremation. but this joker joker is least bothered &amp; threatening people &amp; hospital to keep their mouth shut. #resign_pm_modi link link"
0,distant relatives album by damian marley &amp; nas link
0,#resignmodi #resignpmmodi this is fight against bad governance.. i dont accept you as my prime minister #notmypm
1,username username shits weird on here man i called somone (jokingly) a motherfucker and i got a weird warning âare you sure you want to tweet that?â tha fuck?
1,"#covidvaccine shiekhupura stadium vaccination center is badly managed, people are falling on one and other like animals there"
0,"got another news, my father's friend died due to delayed oxygen delivery pensive face folded hands unka poora parisar +ve ho gya hai, why god why, why are you so cruel broken heart r. i. p suresh uncle pleading face everyone please be safe from #covidsecondwave #indiachoked #indianlivesmatter #indiacovidcrisis #corona"
1,#modikavaccinejumla the vaccination drive by modi govt has proven to be a big failure. lakhs of youth have registered for vaccination but are unable to schedule an appointment because the hospitals do not have enough stock. âœ”âœ”
0,the scale of the suffering is just unprecedented and unimaginable. hugely tragic and sad. #indiacovidcrisis link
0,"so many lives lost, so many empty dinner tables! so much gone! hear it loud &amp; clear! staying home is a privilege ! #resign_pm_modi link"
1,username fuck that shit
1,username username username username username username username username you idiots don't have guts to question the govt #exitmodi #resignmodi #resign_pm_modi
0,username cricket game players airplane to maldives. so “thoughts &amp; prayers” for 9k flag: australia people stuck in india. #reprehensible #moneytalks #indiacovidcrisis #letusbacktoaus username username #auspol username username #covidemergency2021 username #cricket username #disgusting link
1,username letâ€ trade mark s not... that ugly bitch doesnâ€ trade mark t deserve any â€œhitâ€ tweets
1,hahhahaah be jealous shes mine everyone else fuck off link
1,"username username notably, though, the list does not include jason miller's hooker's publisher. jason may be going through some things."
0,"username username username hey shitbag, almost 50% of marriages in pakistan are of 1st cousins. that makes half of their population inbred. maybe thats too much for you to understand."
1,"on god i see one more straight mf talk about âpride is about me simping for ___â iâm really gonna lose my shit. that ainât funny or cute, literally shut the fuck up you goddamn fool."
0,"last night saw a guy crying in hospital parking. lost his mom, now fighting to save his dad. that scene tore me apart. never felt so helpless, angry &amp; disgusted. #resignpmmodi link via username"
0,username because no one can predict about silent voters its like silent chinese covid virus please don't ask what went wrong folded hands he have done good than chai biscuit news anchor... #chinesevirus
0,i deleted my previous tweet. the tone felt wrong and i wanted to address this better. i'm angry that we continue to fail to take meaningful action to protect vulnerable people's lives during a pandemic. they need sufficient #paidsickdays and prioritized access to #covidvaccine.
1,this makes me hate muslims and then they coin terms like #islamophobia link
1,username username indeed.. but username need to be cleaned off the country.. they're not worthy of the governance. #exitmodi #resignmodi #resignpmmodi
0,username username more than anything else - this inability to ask him questions or hold him to account- has been india's biggest failure. #resignmodi
1,shame on you india! you are tweeting about chris gayle while modi government is trying to control twitter for compression of people's voice. #wakeupindia #modiresign #modimustresign #richcricketerswakeup #modikavaccinejumla
1,"rss and bjp terrorists of gujarat massacre infamy, burners and rapers of minorities, lynchers of beef eaters whinging about poll violence as thousands die from their covid policy. our hearts bleed. #india #indiacovidcrisis #indiaawaitsjustice link"
0,username username childhood story of father son n donkey
1,criminal negligence coming to the forefront. topping all the other evidence that is already available. what a shame ! link #indiacovidcrisis #indianlivesmatter
1,"username username people are crying because of mr modi , it's because of modi that people are loosing their loved ones , international media and international experts believe he is responsible for all this , shame on people who support such petty p"
1,"username yeah but it's just... i dunno some of what he said there is stuff he said to me, and i haven't seen all the assholes. i'm sure they exist it's just... i dunno. i thought me and the others that intereacted with me were civil so maybe i might have"
1,username username username #xijinping is a fraud ruler and what we want people should not support #china like #eu has taken now #phillipines also avoiding and rest of the world will hate china like anything.. ðððð¦ #chinavirus
1,username well at least u knew he was shitty i couldn't even do that lmaoooo neyse at least i built up a better personality after that asshole
1,username username couldnâ€ trade mark t win either way poor bastard ðÿ˜‚ðÿ˜‚
1,"username what a pity there are some criminals who do not pay for their crimes, right? #islamophobia is a major concern in present times and it all started with bollywood as we eat and laugh watching them dedmae mulsims as community and fram them terrorist?"
1,username i am not a shortie iâ€ trade mark m gonna burn ur house down u fucker
0,username username very sad ! #islamophobia
1,"ben rhodes is a failed fiction writer who you dumfoundingly &amp; devastatingly allowed to dictate foreign policy, wreaking havoc on an international scale that the united states is still trying to claw its way back from. #shutupbarry link link"
1,"these bloody half baked chinese messing up everything... after #wuhanvirus from wuhan virus lab, now space debris !! link"
1,to admit one's mistakes and to give up the power they possess takes immense strength and willpower and these qualities are clearly absent in our prime minister and his team. they are so shameless...they would use the pm private plane to flee to a different country face with rolling eyes #resignmodi link
1,endless stream of heartbreaking news. what's delhi government doing? still o2 issue remains? cm should look into this source link #exitmodi #resignmodi #resignpmmodi #cancel12thboardexams2021 #justiceforshahabuddin #adarpoonawalla #lockdown2021 #resignpmmodi
1,username what has modi made of our india is unimaginably painful and traumatically distressing #modikavaccinejumla #covid19india #coronapandemic link
1,"absolutely inhumane of anyone celebrating the tragedy and deaths of username karyakartas by username &amp; cm username after the declaration of results, #westbengalelections2021. this is very undeserving. not fascism, as username says. condemn. #bengalburning link"
1,putin is laughing his ass off at our weak sick old pedo bastard potus link
0,these truly strain credulity. what folks are actually worried about is that the #covidvaccine effort is evidence of how effectively direct public funding can drive pharmaceutical innovation and could be used far more widely. ip was not the key in this pandemic context...4/14 link
1,"why i just walk by my two sisters and i hear one of em say to the other ”who cares? you seen my vagina, you shaved my asshole” face with tears of joy face with tears of joy loudly crying face loudly crying face loudly crying face "
1,username camp wwe! fuck! good times!
1,man people piss me off
1,where are you guys who supported mamta ? can't you see violence on bjp karyakarta's? now why your mouth is shut ? why can't you speak against her ?? never forget if they are the victim today...next may be you or your family. #shameontmc #bengalburning #openyoureyes #bengalviolenc
0,username bitch det would b da day i give up on astrology cause ikyfl
1,oh i'm sorry is the needle i'm stabbing you with pricking you? ab dur na laage. #resignmodi #resign_pm_modi #modihataodeshbachao #modimadedisaster link
0,"my heart goes out to #india i see you eyes #indiacovidcrisis you matter #indianlivesmatter please stay safe over there. so many precious lives lost, and lives in dire straits. #indianeedsoxygen #indianeedshelp link link"
1,when people die over o2 shortage and vaccines are taxed...govt is in hurry to build thier huts spending crores ... shameful indian politics. #resignpmmodi #covid19india #exitmodi #modifailsindia #india #modimadedisaster
0,"so i got vaccinated recently clapping hands: medium-dark skin tone on day 1 i experienced a headache and a blocked nose. on day 2 i experienced chills, nausea and dizziness. #sisonkestudy #covidvaccine #covid19sa #covid19 link"
0,username sorry to hear that #chinesevirus is spreading everywhere
1,"gnaw had successfully inducted shocker into his lewd antics! now the fun could really start. his erection rested atop the chu's head, throbbing warmly. "" mmm... surprisingly, i don't want you to suck my dick. need to test a lil' device on ya. "" link"
1,we live in midst of these shameless and pathetic society. where trending hashtags are important but trending demand of the patients is made unimportant. #indiachoked #shameless #shame #modiresignorrepeal #resignpmmodi #indiafightscorona #indiafightscovid19 #indianeedoxygen link
1,username how to shame india oh i am sorry it is you. how et reports how it suits them. 17 crore and counting but they shown the figure in %? because 2.2% of 140cr is high but they are working on anti india pro #chinesevirus and this is what their mas
0,"username chadda ji this jumbo vaccination centre has been created by radha soami satsang &amp; blk, congratulated them but taking all the credit is extremely dishonest. #kejriwalfailsdelhi #chinesevirus #vaccinationforall"
1,ranboo you incredible son of a bitch you’ve done it again my friend you’ve raised the bar for us all and did so flawlessly
1,username username you all are fools so don't come to teach us our culture #resign_pm_modi #boycottbjp #resign_pm_modi #resignmodi #resignpmmodi
1,i already know im about to cry like a motherfucker at this pose epsidose
1,#thepact imagine lying to your husband and family for weeks after leaving someone to die and then having the bloody nerve to guilt trip him to not mess up the family what a bitch rolling on the floor laughing 
1,people are dying every minute without oxygen and this pm is playing the violin like a fool. today's destructive situation in the country #resignmodi #resign_pm_modi #resignamitshah link
1,username username username username nah fuck fertitta. he’s guaranteed the rockets will suck for several years
0,username username username username username #pakistan #gsp+ #eu vs #islam #muslim #france #eu in trap against #islamophobia. #bevigilant. it's to anger eu #muslims to radicalize &amp; use them in #terrorism against eu. don't be stupid. understand game? username username username username username link
1,"shameless, cruel modi modi must be resigned as a pm and take completely responsibility for #chinesevirus link"
1,username username username username username username that's the tragedy..these vultures are not pulled up and they continue their venomous agenda of showing our country down and walk away scot free broken heart she can sit on a mountain of dollars but will pray hard she and her tribe disappear soon along with #chinesevirus
1,show me your papers. ....are you guys fucking hearing yourselves? #covidvaccine link
1,username i do. i just donâ€ trade mark t shag ole like a delusional twat. why play dan james when you can play amad. heâ€ trade mark s better at every aspect and even has the same work rate. but no just blindly back daddy ole
0,username i didn’t but that works too!
1,lauren w and milo are co-hosting tru news. i donâ€ trade mark t think his â€œdick sobrietyâ€ has been near long enough. iâ€ trade mark m afraid he might go on a dry-hump.
1,username ahh shit i guess we gotta shag now
1,username mfs be like make it a spicy bloody mary lol bitch whet? face with tears of joy . peppered tomato drink bih rolling on the floor laughing grinning face with sweat 
1,ur son of a bitch middle finger smiling face with halo 
0,we in this bitch again username!!! link
1,couldn't make it up. what a twat. link
1,"username again cheap game by bjp it cell, sharing old unrelated videos and hindu muslim game. shame on you. #resignmodi i have reported this tweet, everyone do yours."
0,#modikavaccinejumla the vaccination drive by modi govt has proven to be a big failure. lakhs of youth have registered for vaccination but are unable to schedule an appointment because the hospitals do not have stock this failure of the govt has turned out to be a huge jumla
